relationship_id,component_id_a,component_name_a,component_id_b,component_name_b,relationship_group,relationship_class,relationship_subclass,mechanism,directionality,evidence_status,evidence_type,evidence_level,recommendation,confidence_level,requires_context
REL_09f7ba1aa4bad4,COMP_430EB7DE720D,inositol,COMP_C83325EA1704,Metformin,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_7abf96578954ac,COMP_C83325EA1704,Metformin,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,ANULACION,interferencia_excrecion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_combinacion_o_validar_indicacion,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3d87320a68e465,COMP_C83325EA1704,Metformin,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_c84ab4563a0aa7,COMP_F64AC3CDE665,Chlorzoxazone,COMP_C83325EA1704,Metformin,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_00499ad970800f,COMP_C83325EA1704,Metformin,COMP_927588D27E64,dexpanthenol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_c3fcf485615f11,COMP_C83325EA1704,Metformin,COMP_87830EC94B25,potassium bicarbonate,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_e6e882b2079b08,COMP_EF944BAE2602,magnesium hydroxide,COMP_C83325EA1704,Metformin,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_2297429f12acbb,COMP_6205613132FA,chondroitin sulfates,COMP_C83325EA1704,Metformin,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_5e45968a7385be,COMP_C83325EA1704,Metformin,COMP_F2F0C67E823A,N-Acetyl Tyrosine,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_fbb732c272816c,COMP_C83325EA1704,Metformin,COMP_EFF1AE308675,chromic chloride,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_53cf6b5475191f,COMP_80AE44850DC4,Aspirin,COMP_DDC56A4249E5,Ibuprofen,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_355a2d8441a467,COMP_80AE44850DC4,Aspirin,COMP_FBAB1F08FFC3,Sildenafil,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_4efee447158038,COMP_80AE44850DC4,Aspirin,COMP_8898CFB27A9E,Cannabidiol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3b8a62827b41ce,COMP_80AE44850DC4,Aspirin,COMP_D4790F9775EF,Vitamin E,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_2f53a9273d31db,COMP_80AE44850DC4,Aspirin,COMP_90AF93FFA118,Naproxen,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_270c178ebb2e0c,COMP_80AE44850DC4,Aspirin,COMP_C34D1F3079C8,Omega-3 Fatty Acids,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_9cc7382c9c08e4,COMP_80AE44850DC4,Aspirin,COMP_07249C028641,Diclofenac,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_b31e73c9db4c08,COMP_80AE44850DC4,Aspirin,COMP_5C76A77D0978,Indomethacin,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_42cf084d57d089,COMP_80AE44850DC4,Aspirin,COMP_77CD38A13F0B,resveratrol,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_29aaf24873db38,COMP_80AE44850DC4,Aspirin,COMP_781B4EA1D853,Selenium,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_af8d5303fee731,COMP_80AE44850DC4,Aspirin,COMP_FB0BFF3E6E21,Vitamin B6,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_cd4d0881cbe8e9,COMP_80AE44850DC4,Aspirin,COMP_EE8B9802BAD1,quercetin,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_e88fb8bea6e75a,COMP_80AE44850DC4,Aspirin,COMP_160A62BC3CB2,astaxanthin,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_1501c49c727f0f,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_80AE44850DC4,Aspirin,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_0e0190e9d5fc85,COMP_80AE44850DC4,Aspirin,COMP_0987F386BB65,Carnitine,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_84706ab2c67e39,COMP_80AE44850DC4,Aspirin,COMP_E897495403E2,Vardenafil,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_426f76630cc532,COMP_80AE44850DC4,Aspirin,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_16e0cbf35d1938,COMP_80AE44850DC4,Aspirin,COMP_430EB7DE720D,inositol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_9219e6a041e7f0,COMP_80AE44850DC4,Aspirin,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_7d2c0a4474c82f,COMP_80AE44850DC4,Aspirin,COMP_3B7058496041,L-Phenylalanine,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_7f33a1715b656b,COMP_80AE44850DC4,Aspirin,COMP_9FA62B7E567C,citrulline,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_ad8867db8d1995,COMP_80AE44850DC4,Aspirin,COMP_19D9B817C2B7,Terazosin,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_03872b0aed0417,COMP_80AE44850DC4,Aspirin,COMP_09C95935BD2C,sodium citrate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_fea10de1fe0b0d,COMP_80AE44850DC4,Aspirin,COMP_41BF6A84967F,glucosamine,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_c8c056cf533ee7,COMP_80AE44850DC4,Aspirin,COMP_F64AC3CDE665,Chlorzoxazone,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_8abf570ffaebef,COMP_80AE44850DC4,Aspirin,COMP_87830EC94B25,potassium bicarbonate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_11d127f51a9c9a,COMP_80AE44850DC4,Aspirin,COMP_927588D27E64,dexpanthenol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_efc7eaaa67bd50,COMP_80AE44850DC4,Aspirin,COMP_D022F9B54612,potassium phosphate,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,concentracion_serica,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_6da208d33d5f04,COMP_80AE44850DC4,Aspirin,COMP_78F37B4F18A6,fish oils,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_daa24f8f745c97,COMP_80AE44850DC4,Aspirin,COMP_2AC11FDDB0D2,potassium hydroxide,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_2de1123f860050,COMP_80AE44850DC4,Aspirin,COMP_6205613132FA,chondroitin sulfates,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_0e43596a4a5cfd,COMP_80AE44850DC4,Aspirin,COMP_F2F0C67E823A,N-Acetyl Tyrosine,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_9296cc4dcc0535,COMP_80AE44850DC4,Aspirin,COMP_EFF1AE308675,chromic chloride,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_22dfbc0eba33ed,COMP_DDC56A4249E5,Ibuprofen,COMP_FBAB1F08FFC3,Sildenafil,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_4c05c5d495f801,COMP_A9136ADF22F7,Folic Acid,COMP_DDC56A4249E5,Ibuprofen,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_61ccde7ce8d9e7,COMP_DDC56A4249E5,Ibuprofen,COMP_8898CFB27A9E,Cannabidiol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_e0fce4b124121f,COMP_DDC56A4249E5,Ibuprofen,COMP_90AF93FFA118,Naproxen,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_29be4ad4993c6a,COMP_07249C028641,Diclofenac,COMP_DDC56A4249E5,Ibuprofen,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_599df06d43cad4,COMP_4F582819D2E9,caffeine,COMP_74AC5BE900AC,melatonin,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_1161280a9941f1,COMP_DDC56A4249E5,Ibuprofen,COMP_5C76A77D0978,Indomethacin,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_55a1926f40ce35,COMP_74AC5BE900AC,melatonin,COMP_8898CFB27A9E,Cannabidiol,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_09909b0da9dfef,COMP_DDC56A4249E5,Ibuprofen,COMP_77CD38A13F0B,resveratrol,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_4353b8097a0b07,COMP_DDC56A4249E5,Ibuprofen,COMP_781B4EA1D853,Selenium,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_a36abf2c14411a,COMP_DDC56A4249E5,Ibuprofen,COMP_EE8B9802BAD1,quercetin,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_b8913f5b5426cb,COMP_74AC5BE900AC,melatonin,COMP_90AF93FFA118,Naproxen,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_22389fdb397206,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_DDC56A4249E5,Ibuprofen,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_2e14de319f17a5,COMP_0987F386BB65,Carnitine,COMP_DDC56A4249E5,Ibuprofen,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_09f0cac393f325,COMP_DDC56A4249E5,Ibuprofen,COMP_E897495403E2,Vardenafil,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_79972a60ed1077,COMP_DDC56A4249E5,Ibuprofen,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
